rank,batch_size,learning_rate,regression_weight,huber_delta,T_0,T_mult,eta_min,composite_r2,val_loss,r2_theta,r2_a,r2_b,epochs,time_seconds
169,128,0.00075,2.0,8.0,2,1,1e-08,0.9844403281514834,0.1882552614212036,0.9564416700671734,0.9893550394000633,0.991964603138697,50,187.87624740600586
170,128,0.00075,2.0,6.0,3,1,1e-07,0.9843497545352161,0.16442977837721506,0.951927961656595,0.992329599412687,0.9931414570715823,50,193.28891611099243
171,64,0.00075,2.0,6.0,3,1,1e-07,0.9842472994052494,0.19335453820228576,0.9503760288804819,0.9934004603498329,0.9932127083906827,50,323.12536573410034
172,128,0.0005,2.0,8.0,3,1,1e-08,0.9841814914015321,0.18052281006177268,0.9528083033921357,0.991338772158206,0.992578890055787,50,193.25038242340088
173,64,0.0005,3.0,8.0,2,1,1e-07,0.9839873852886918,0.2881917193730672,0.95673127247494,0.9888901899575054,0.9903280787223219,50,323.38909125328064
174,64,0.0005,2.0,6.0,2,1,1e-07,0.9839299960459931,0.19273070065180462,0.9572069947604923,0.9863476849989234,0.9921653044245565,50,339.78466534614563
175,128,0.0005,2.0,6.0,2,1,1e-07,0.9838836211618658,0.19457216302553812,0.9519442418463535,0.9930694917919892,0.9905207510091205,50,197.87235021591187
176,64,0.0005,2.0,6.0,2,1,1e-08,0.9836886870879769,0.1824014309247335,0.9528160922492865,0.9910166088771113,0.9909220472255096,50,326.53779458999634
177,64,0.00075,3.0,6.0,3,1,1e-08,0.9835835933300846,0.27292257301012673,0.9561424718207507,0.9871932422159516,0.990998659283636,50,326.2980878353119
178,128,0.00075,2.0,6.0,3,1,1e-08,0.983500252128096,0.201369598031044,0.957087760038006,0.9855537299682667,0.9913595185061111,50,193.34343647956848
179,128,0.00075,2.0,6.0,2,1,1e-07,0.983431206021909,0.20464142421881357,0.9555236956001188,0.9901195660937113,0.9880815623938057,50,193.4260332584381
180,128,0.00075,2.0,8.0,3,1,1e-07,0.983300469977419,0.21218153802553813,0.9554547253209523,0.9888677062538175,0.9888794483349063,50,193.27090096473694
181,128,0.00075,3.0,8.0,2,1,1e-08,0.9832666171842221,0.2756228839556376,0.9511786932903246,0.9907163469942926,0.9911714284522714,50,187.71763372421265
182,128,0.0005,3.0,8.0,2,1,1e-07,0.9831158154954844,0.2932993683815002,0.9512254025696669,0.9902390375816436,0.9909988218306275,50,196.1313557624817
183,128,0.00075,3.0,8.0,2,1,1e-07,0.982929717202717,0.29606812659899395,0.9471053929593827,0.9925961569070161,0.9920173189444694,50,194.01704025268555
184,128,0.0005,2.0,8.0,2,1,1e-07,0.9828727873823858,0.1845590277115504,0.9526589856743646,0.9902441165980709,0.9885880472571078,50,195.5428502559662
185,128,0.0005,3.0,8.0,2,1,1e-08,0.9828529440063437,0.30432788650194803,0.9508390221340219,0.9909797770605523,0.9895929768308007,50,187.64406943321228
186,128,0.00075,3.0,8.0,3,1,1e-07,0.9828167430037926,0.32804194617271426,0.9496219221790176,0.9906308545096797,0.991014195326473,50,193.33346486091614
187,64,0.00075,3.0,6.0,2,1,1e-08,0.9827251693961534,0.2912339386145274,0.9496437210279948,0.9915478565146301,0.9897091000419889,50,325.47589659690857
188,128,0.00075,3.0,6.0,2,1,1e-07,0.9824657221130721,0.3245672936439514,0.9491590764758913,0.9897710663303777,0.9909327456460196,50,195.74502444267273
189,64,0.00075,3.0,6.0,2,1,1e-07,0.9820913997783993,0.28972828125953676,0.946527300527079,0.9901065869829103,0.9917317116036077,50,324.2483289241791
190,64,0.00075,3.0,8.0,2,1,1e-08,0.981998423932759,0.3038103497823079,0.9468433949666192,0.9897922349538807,0.9913580658105362,50,332.6700575351715
191,128,0.00075,2.0,8.0,3,1,1e-08,0.9819493690188301,0.22935218954086303,0.9459284403091448,0.9902320135017056,0.9916370222644704,50,193.34646487236023
192,128,0.00075,2.0,6.0,2,1,1e-08,0.9810559111466762,0.2254989667336146,0.9467242911371675,0.9861796055892994,0.991319747860238,50,189.17888808250427
