rank,batch_size,learning_rate,consistency_weight,huber_delta,T_0,T_mult,eta_min,composite_r2,val_loss,r2_theta,r2_a,r2_b,epochs,time_seconds
172,64,0.001,1.0,5.0,2,2,1e-08,0.922887717733942,0.2176424040439281,0.8032382743446949,0.9785106041211962,0.986914274735935,50,114.55733466148376
173,64,0.001,1.0,7.0,2,3,1e-07,0.9228493386150607,0.2342113972344297,0.8021645636957538,0.9781036070714173,0.9882798450780111,37,84.25232076644897
174,128,0.001,1.0,5.0,5,3,1e-08,0.9226488922348839,0.2262100432781463,0.8090360081237069,0.9803985763067454,0.9785120922741994,46,69.16436886787415
175,64,0.001,0.5,7.0,5,3,1e-08,0.9225351731916236,0.17232780209247103,0.7877221388298686,0.9867766198493908,0.9931067608956117,50,114.42271780967712
176,128,0.0005,1.0,5.0,3,3,1e-08,0.9215378304139762,0.25924940781390415,0.8002923696636464,0.9792409519126489,0.9850801696656333,50,75.19754815101624
177,64,0.0005,1.0,7.0,2,3,1e-08,0.9214488259031907,0.23315533944900999,0.7976443311494851,0.9783387275726326,0.9883634189874545,38,86.42418479919434
178,64,0.0005,1.0,7.0,2,2,1e-08,0.9213162233544883,0.21758887869246463,0.7949001108351578,0.9796566583983023,0.9893919008300048,50,114.61588430404663
179,128,0.001,0.5,7.0,2,2,1e-07,0.9211190687694203,0.20268214509842244,0.803168003517997,0.9774560400646318,0.982733162725632,35,52.729761600494385
180,64,0.0005,1.0,7.0,2,2,1e-07,0.9210055610800388,0.22365674699874635,0.790841280329539,0.9820894576671572,0.9900859452434203,50,114.551828622818
181,64,0.001,1.0,7.0,3,3,1e-07,0.9208224722868845,0.26436728860469577,0.7975968398138731,0.9804876775856161,0.9843828994611644,44,100.62187242507935
182,64,0.001,1.0,7.0,3,3,1e-08,0.9204793042132494,0.23246883902143925,0.7995973207376796,0.9801124382279786,0.9817281536740899,46,105.1242368221283
183,128,0.001,1.0,5.0,2,3,1e-07,0.9200992810353542,0.22501598977028056,0.7938300832766805,0.9837563363952968,0.9827114234340857,50,75.2606554031372
184,128,0.0005,0.5,5.0,5,3,1e-07,0.9192537256531047,0.20610754204557297,0.7998822335549954,0.9747462116217432,0.9831327317825758,50,75.14500284194946
185,128,0.001,0.5,5.0,5,2,1e-07,0.9166858134734466,0.21648021911052948,0.7865730810921042,0.9794332090292369,0.9840511502989986,50,75.11948108673096
186,64,0.001,1.0,7.0,5,3,1e-08,0.916642506129576,0.2726913665203338,0.7880968142437548,0.9758981300490626,0.9859325740959108,35,80.00467467308044
187,128,0.001,0.5,7.0,3,3,1e-08,0.9163405924451177,0.20615744229326857,0.7891721044764561,0.9735274262283916,0.9863222466305054,36,54.09593486785889
188,64,0.001,1.0,5.0,2,3,1e-08,0.9157211811537941,0.24079352820173222,0.7868702128730732,0.9787313388485998,0.9815619917397093,38,86.54028487205505
189,64,0.0005,1.0,5.0,5,3,1e-08,0.9148530076101006,0.24633119600884457,0.7805177995501926,0.9750277430842285,0.9890134801958808,35,80.03369951248169
190,64,0.001,1.0,5.0,3,3,1e-07,0.9123409787791968,0.27320165944860336,0.7826897344327726,0.9752239975789652,0.979109204325853,46,105.22832608222961
191,64,0.001,1.0,5.0,2,3,1e-07,0.9119665683908371,0.2873118097477771,0.7888077800707254,0.9795837546953152,0.9675081704064706,34,77.38142251968384
192,128,0.001,1.0,7.0,3,3,1e-07,0.9099173082428758,0.2732159331757972,0.7839428656113862,0.9735235296481922,0.9722855294690487,38,57.287174463272095
